Note: The following shows the ratings of three different participants in the same questionnaire.

Questionnaire ID	Colors	Shapes	Materials	Textures	Categories	Appearances	Actions	Biological States	Emotional States	Overall Emotions	Quantities	Interaction Relationships	Spatial Relationships	Positions in the figure	Layouts	Occlusion Relationships	Density Relationships	Environments	Relative Proportions	Styles	Lighting	Photographic Compositions
2067	4	4	4	5	5	4	4	4	3	4	2	3	3	3	4	3	4	4	4	5	4	4
2067	3	3	4	4	4	4	4	4	3	3	2	3	2	3	2	2	3	4	3	4	4	4
2068	4	4	4	4	5	4	5	3	3	3	5	5	4	3	3	4	4	3	4	2	3	4
2068	5	5	5	5	5	4	5	4	3	3	5	5	5	4	5	4	4	3	4	5	4	3
2068	4	4	4	4	5	4	4	4	3	3	5	4	4	3	3	3	3	3	4	4	3	3
2069	4	5	4	4	4	5	5	4	3	3	4	4	4	3	3	3	4	3	4	4	3	4
2069	4	4	4	4	5	4	4	3	3	3	4	4	4	3	3	3	3	5	4	4	3	3
2069	4	4	4	4	4	4	4	3	3	3	5	4	4	4	4	4	3	5	4	4	3	3
2070	4	4	4	5	5	4	4	3	3	3	5	4	5	3	4	3	3	3	3	4	3	3
2070	4	4	4	4	4	4	5	3	3	3	5	4	4	3	4	4	4	3	4	4	3	3
2070	5	5	5	5	5	5	5	4	3	3	4	5	5	5	5	5	5	3	5	5	4	4
2071	4	4	4	4	4	4	4	3	3	3	4	3	4	3	4	4	3	4	4	4	3	3
2071	5	4	4	4	4	5	5	4	3	3	4	3	3	4	5	3	3	5	4	5	4	4
2071	5	5	4	3	4	4	5	3	3	3	3	3	3	3	3	3	3	3	3	5	3	3
2072	4	4	4	4	4	4	4	4	5	4	5	3	3	4	5	5	5	3	5	4	3	3
2072	4	4	4	4	5	3	3	5	5	3	4	3	3	3	4	4	3	3	3	5	3	3
2072	5	4	4	4	5	5	5	4	5	4	5	4	4	3	3	3	3	3	4	5	3	3
2073	4	4	4	3	4	5	3	3	3	3	5	5	4	3	3	3	3	3	3	5	3	3
2073	4	5	5	5	4	4	4	4	3	2	5	4	5	5	5	4	5	4	5	4	4	4
2073	4	4	4	4	5	4	4	3	2	3	4	4	3	3	4	3	3	4	4	4	4	3
2074	4	5	5	5	4	4	4	5	4	4	5	4	4	4	3	3	3	4	3	5	3	3
2074	4	4	4	4	5	4	5	4	5	4	3	4	4	4	4	3	3	4	4	4	4	4
2074	4	4	4	4	4	4	4	4	4	3	3	4	3	3	4	4	4	4	4	4	4	4
2075	3	3	4	4	5	4	5	4	4	4	4	5	4	4	4	3	4	4	4	4	4	3
2075	3	4	4	4	4	4	4	4	2	2	4	2	3	3	4	4	4	4	3	4	4	3
2075	4	4	4	4	4	4	4	4	4	4	5	5	3	3	3	3	4	4	4	4	4	4
2076	4	4	3	3	3	4	4	4	4	2	4	4	3	3	4	2	4	4	4	5	3	3
2076	2	4	4	3	4	4	4	4	4	4	4	4	4	3	4	3	3	3	4	4	3	3
2076	2	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	5	4	4
2077	4	4	4	4	5	4	5	4	4	4	5	4	4	4	4	4	4	3	4	5	4	4
2077	4	4	4	4	4	4	4	4	4	5	4	4	4	4	4	4	4	4	4	4	4	4
2077	5	5	5	5	5	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5
2078	4	4	4	4	4	4	4	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4
2078	5	5	5	4	5	4	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4
2078	4	4	4	5	5	5	4	4	4	4	5	4	4	4	4	4	4	4	2	2	4	3
2079	4	4	5	4	5	5	4	4	5	5	5	5	4	4	4	4	4	4	4	5	5	5
2079	3	4	4	4	4	4	4	5	5	5	5	5	5	4	5	4	4	4	4	4	4	5
2079	4	4	4	4	4	4	2	4	4	4	4	4	3	3	4	3	4	4	4	4	4	3
2080	5	4	4	2	4	5	4	4	4	4	4	5	4	4	3	4	4	3	4	2	3	3
2080	4	4	4	4	4	4	4	4	3	3	4	3	3	3	3	3	3	3	3	4	3	4
2080	4	4	4	4	4	4	4	4	4	4	4	4	3	4	3	4	4	4	3	4	4	4
2081	4	4	4	4	4	4	3	4	3	3	3	4	3	3	3	3	3	3	4	4	3	4
2081	4	5	4	4	4	4	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
2081	4	4	4	4	4	4	3	4	3	3	4	4	4	3	4	4	3	3	4	4	3	3
2082	4	4	4	4	4	4	2	2	4	4	4	4	4	4	4	4	4	4	4	4	4	4
2082	4	4	4	4	4	3	4	3	4	4	4	4	3	3	4	4	3	3	4	4	3	3
2082	4	4	4	4	4	4	2	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
2083	4	4	4	5	5	3	4	4	5	4	4	4	3	3	4	4	3	4	4	4	5	3
2083	4	4	4	4	4	4	2	4	2	4	4	4	4	4	4	4	4	4	4	4	4	4
2083	3	4	4	4	3	4	3	3	3	3	3	5	3	3	3	4	3	4	4	5	4	3
2084	4	4	4	4	4	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
2084	4	4	5	5	5	5	5	4	3	3	3	5	4	3	3	4	3	4	4	5	4	3
2084	3	3	4	4	5	5	5	5	3	3	4	4	4	3	4	4	5	4	4	4	4	4
2085	5	5	5	5	5	5	5	5	4	4	4	5	5	3	4	5	3	4	5	5	3	3
2085	5	4	4	4	5	3	5	5	4	4	5	5	5	4	4	4	3	3	5	3	3	4
2085	5	3	3	3	4	3	4	4	3	4	3	3	3	3	5	4	3	3	3	4	3	3
2086	3	3	2	3	5	3	5	4	3	3	3	4	3	3	3	4	4	4	3	4	4	4
2086	3	3	3	3	3	3	5	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3
2086	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3
2087	3	3	3	3	4	3	3	3	3	3	3	5	3	3	3	3	3	3	3	4	3	3
2087	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3
2087	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1	5	5
2088	3	3	3	3	4	3	4	3	4	4	3	5	3	3	3	3	3	3	3	4	3	3
2088	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
2088	4	4	4	4	4	4	4	4	4	4	4	4	3	3	3	4	4	2	4	4	4	4
2089	2	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
2089	4	4	4	4	4	4	4	4	4	4	4	4	3	3	4	4	4	4	4	3	4	4
2089	4	4	4	4	4	4	4	4	4	4	2	2	4	4	4	4	2	4	4	4	4	4
2090	4	4	4	4	4	4	4	4	4	4	4	4	3	3	4	4	4	4	3	2	4	4
2090	4	4	4	4	4	4	4	4	4	4	2	4	2	2	4	4	4	4	4	4	4	4
2090	3	4	4	3	4	4	4	4	4	4	4	4	3	3	4	3	3	4	3	3	3	3
2091	4	4	4	4	4	4	4	4	4	4	4	4	2	2	4	4	4	4	4	4	4	4
2091	3	4	4	4	4	4	4	4	4	4	4	4	3	3	4	4	3	4	3	4	4	4
2091	4	4	4	4	4	4	4	4	3	3	4	4	4	3	4	3	3	4	4	4	4	4
2092	4	3	4	4	4	1	4	4	3	3	4	4	3	4	4	4	3	4	3	4	3	4
2092	4	4	4	4	5	5	5	4	3	3	4	4	4	3	4	4	3	4	4	4	3	4
2092	4	3	4	3	4	1	4	3	3	3	3	4	4	3	3	3	3	3	4	2	3	2
2093	4	4	4	4	5	4	5	4	3	3	4	4	4	3	3	3	3	3	4	4	3	4
2093	3	4	4	3	4	3	5	3	3	3	3	5	3	3	3	3	3	3	5	3	3	3
2093	3	4	4	4	4	2	5	4	3	3	4	4	4	3	3	4	3	3	4	4	3	3
2094	3	4	3	4	5	3	3	3	3	3	3	3	3	3	4	3	3	3	5	5	3	4
2094	3	4	4	3	5	4	4	4	4	3	4	3	3	3	3	3	3	3	4	4	3	3
2094	3	3	3	3	5	4	4	3	3	3	3	4	4	3	4	3	3	3	4	4	3	3
2095	3	3	3	3	4	3	5	4	3	3	3	4	4	3	4	4	3	3	4	4	3	3
2095	3	3	3	3	4	4	5	4	3	3	3	3	4	3	3	3	3	3	4	4	3	3
2095	4	4	4	5	4	4	5	5	4	4	4	5	4	4	4	4	4	4	4	5	4	4
2096	3	3	3	3	4	2	3	3	2	2	4	2	2	3	3	3	2	3	3	2	3	3
2096	4	4	4	4	5	4	2	3	2	3	4	2	3	3	3	3	4	2	4	4	3	3
2096	3	4	4	4	4	4	4	4	3	3	3	4	3	3	3	4	3	4	4	4	4	3
2097	4	4	4	4	4	3	4	4	4	4	4	4	2	3	3	2	3	3	2	3	4	4
2097	3	3	4	4	4	3	4	3	3	3	4	3	3	3	3	4	3	3	4	4	4	3
2097	5	5	5	5	5	5	5	5	5	5	5	5	1	5	5	3	5	5	5	5	5	5
2098	3	4	4	4	2	4	2	3	3	3	3	2	3	3	3	3	3	4	4	4	4	3
2098	5	5	5	5	5	5	1	5	5	5	5	2	2	5	5	5	5	5	5	5	5	5
2098	4	4	4	4	4	4	2	4	3	3	3	2	3	3	3	4	4	4	4	4	4	4
2099	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
2099	3	4	4	4	4	4	4	4	4	4	3	5	4	4	3	4	3	5	4	4	4	2
2099	3	3	3	3	3	3	4	3	3	3	3	4	3	3	3	3	3	5	3	4	4	3
2100	3	4	4	4	4	4	4	4	3	3	3	4	4	4	4	4	4	4	3	3	4	3
2100	4	5	5	5	5	5	3	3	3	3	4	3	4	3	4	4	3	3	4	5	3	3
2100	4	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
2101	3	4	4	4	5	4	3	3	3	3	2	3	3	3	4	3	3	3	2	5	2	3
2101	4	4	4	4	4	5	4	4	4	4	5	5	4	4	4	5	4	4	5	4	4	4
2101	3	3	3	3	4	3	3	3	3	3	4	4	3	3	3	3	4	3	3	2	3	3
2102	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	5	4	5	5	5	4	4
2102	3	3	3	3	5	3	4	3	5	4	4	3	3	3	3	3	3	3	3	4	3	3
2102	3	3	3	3	4	4	4	4	4	4	5	3	3	3	4	3	3	4	4	3	4	3
2103	3	3	3	3	3	4	3	4	3	4	3	3	3	3	3	3	3	3	3	5	3	3
2103	2	2	3	3	4	4	4	3	5	4	2	3	2	2	3	2	3	3	2	3	4	3
2103	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
2104	4	3	3	3	5	4	4	5	4	3	4	4	3	4	4	3	3	3	3	3	4	3
2104	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	4	4	4	4	4	4
2104	4	4	4	4	4	4	4	3	3	3	4	4	3	3	3	3	3	4	4	4	3	3
2105	4	4	4	4	4	4	4	4	4	4	3	3	4	3	3	4	4	4	4	4	4	4
2105	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	2	2	4	3	3	3
2105	4	4	3	4	4	4	3	4	4	2	3	3	3	3	3	2	2	3	3	4	4	4
2106	4	4	4	4	4	3	4	4	4	4	2	4	3	3	3	3	2	3	4	4	3	3
2106	4	4	4	4	5	5	4	4	5	4	1	5	3	4	4	4	4	5	4	5	5	4
2106	5	4	5	5	5	5	4	5	5	5	2	5	4	4	4	4	4	4	5	5	5	5
2107	4	4	4	4	5	5	5	5	4	3	4	5	3	3	3	4	3	5	3	4	4	4
2107	5	5	5	5	5	5	5	5	4	5	5	3	4	4	4	5	3	3	4	5	5	4
2107	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
2108	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	5	5	4	5	5	5	5
2108	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
2108	5	4	3	3	5	4	5	4	5	4	5	4	4	4	4	4	4	3	4	5	3	4
2109	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
2109	4	4	4	5	5	4	3	4	3	3	4	3	4	4	4	4	4	4	4	4	3	3
2109	5	5	5	5	5	5	5	4	5	4	3	3	4	4	4	3	4	4	3	4	4	4
2110	4	4	3	5	5	4	3	4	4	4	4	3	3	3	4	3	4	3	4	4	3	4
2110	5	5	5	5	5	4	5	4	3	5	3	5	4	4	4	4	4	4	4	5	5	5
2110	4	5	5	4	4	5	4	4	4	4	4	3	4	4	4	4	3	5	4	5	4	5
2111	5	5	5	5	5	5	5	5	5	5	4	5	5	4	4	3	4	5	4	4	4	4
2111	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	4	4	5	5	4	5	5
2111	4	4	4	4	4	4	4	4	4	4	4	4	5	4	4	4	3	4	4	4	4	4
2112	5	5	4	3	5	5	5	3	4	4	4	4	3	4	4	4	4	4	4	4	4	4
2112	3	2	2	4	4	4	3	2	3	3	3	4	4	4	4	4	4	4	4	4	4	4
2112	5	4	4	5	5	5	4	4	4	4	3	3	3	4	4	4	3	4	4	3	4	4
2113	5	4	4	5	5	4	4	4	4	4	4	4	3	4	2	2	4	4	4	4	4	4
2113	5	4	4	4	5	5	5	4	4	4	5	3	3	4	4	4	3	4	4	4	4	4
2113	4	4	3	4	4	5	5	3	4	4	5	3	3	3	3	3	3	3	3	4	3	3
2114	3	4	4	5	5	5	4	4	4	4	3	4	4	3	4	4	4	4	4	4	4	4
2114	4	3	3	4	4	4	4	3	3	3	3	3	3	3	3	3	4	3	4	4	3	3
2114	3	3	3	3	4	3	4	3	3	3	4	4	3	3	3	3	3	3	3	4	3	3
2115	3	3	3	4	4	3	3	3	3	3	3	3	3	3	3	3	3	4	3	5	3	3
2115	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3
2115	4	4	4	4	4	4	3	3	3	3	3	3	3	3	3	4	3	4	3	4	4	3
2116	3	3	4	3	4	4	4	3	3	3	4	4	3	3	3	3	3	3	3	4	3	3
2116	4	4	4	4	4	4	4	4	4	3	4	4	4	3	2	2	2	3	2	4	3	2
2116	4	3	4	4	4	4	4	4	3	3	4	4	2	2	3	3	2	4	2	4	3	3
2117	4	4	4	4	4	4	4	4	3	3	3	4	3	4	3	4	3	4	4	4	4	4
2117	4	4	4	4	5	4	4	4	4	4	4	4	4	3	3	3	3	3	4	4	4	3
2117	4	4	4	5	5	4	5	3	3	3	3	4	3	3	3	3	3	3	3	4	3	3
2118	5	3	3	4	5	4	3	3	3	3	3	3	1	1	1	1	2	3	3	4	4	2
2118	3	4	3	4	4	4	3	3	3	3	4	3	3	3	3	3	3	3	3	5	3	3
2118	4	4	3	5	5	5	5	5	5	4	5	5	3	3	4	3	3	5	4	4	4	4
2119	4	4	4	5	5	5	5	5	3	3	5	3	3	3	3	3	3	5	3	4	3	3
2119	3	4	4	4	4	4	5	4	4	5	3	5	3	4	4	4	4	5	5	5	5	5
2119	5	5	5	5	5	4	4	5	5	5	4	4	2	3	3	3	4	4	4	4	4	4
2120	5	5	5	5	5	5	5	5	5	4	5	5	5	5	2	3	3	5	4	5	5	5
2120	4	4	5	4	4	4	1	3	3	3	4	4	4	3	3	3	3	3	4	4	3	3
2120	5	5	5	5	5	4	3	3	3	3	4	3	3	3	3	3	3	3	3	5	3	3
2121	4	4	5	5	4	4	4	4	3	3	4	4	3	3	3	3	4	3	4	4	5	4
2121	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	5	3	3
2121	4	4	4	4	4	4	4	3	3	3	3	4	3	3	3	3	3	3	3	4	3	3
2122	3	5	4	5	5	5	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3
2122	3	3	3	2	4	4	3	3	3	3	3	3	3	3	3	3	3	3	4	4	3	3
2122	4	4	4	4	4	2	4	4	3	3	2	4	3	3	3	3	3	4	2	4	3	3
2123	4	3	4	4	4	4	4	4	4	4	3	4	3	3	3	3	3	3	4	4	3	4
2123	3	4	4	4	4	4	5	5	5	4	5	5	3	3	3	4	4	4	4	4	3	4
2123	4	5	5	5	5	5	5	5	4	4	5	5	5	4	4	4	4	5	4	5	5	4
2124	2	4	4	4	4	4	4	4	5	5	4	4	3	3	3	3	3	4	4	4	4	4
2124	5	5	5	5	5	5	5	5	5	4	5	4	4	4	4	4	4	5	4	5	4	4
2124	4	4	4	3	4	4	4	4	4	4	4	4	4	3	4	3	3	3	4	4	3	4
2125	5	5	5	5	5	5	5	5	4	4	5	4	4	4	4	4	4	4	4	4	4	4
2125	3	4	4	4	4	3	3	3	3	3	4	3	3	3	3	3	3	4	4	4	2	4
2125	2	4	4	3	4	4	4	3	2	3	4	4	4	3	3	3	3	2	3	2	2	2
2126	4	4	4	4	4	3	3	4	2	3	3	3	3	3	3	3	3	3	4	4	3	4
2126	2	4	4	4	4	2	4	4	4	3	4	3	3	3	3	3	3	3	3	4	4	3
2126	3	3	3	3	5	4	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3
2127	2	3	3	4	4	4	4	4	2	4	4	4	3	3	3	3	3	4	3	3	4	4
2127	3	3	4	3	4	4	4	4	3	3	3	5	3	3	3	3	3	3	3	5	3	3
2127	3	2	3	3	3	3	5	4	4	4	5	5	4	3	4	4	4	4	4	4	4	3
2128	3	3	3	3	4	4	5	4	3	3	3	3	3	3	3	3	3	4	3	5	4	3
2128	3	3	3	3	4	4	5	3	3	4	4	3	3	3	3	3	3	3	3	5	5	3
2128	3	3	4	4	5	5	5	5	4	5	3	5	4	5	5	4	5	5	5	5	4	5
2129	3	5	3	3	5	4	4	4	4	4	3	4	4	4	4	3	3	4	4	5	4	5
2129	1	1	2	4	5	4	5	5	4	4	3	5	5	4	4	3	4	5	3	5	4	5
2129	3	3	3	3	3	3	4	4	3	3	4	4	3	3	3	3	3	3	3	4	3	3
2130	5	4	4	4	4	5	4	4	4	3	3	4	4	4	2	2	4	4	2	5	5	5
2130	3	3	3	3	4	4	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3
2130	4	4	4	4	4	5	4	3	3	3	4	5	4	3	4	3	4	4	4	4	4	4
2131	3	3	3	3	4	3	3	3	3	3	4	3	3	3	3	3	4	3	3	3	3	3
2131	4	4	4	4	4	4	5	3	4	4	5	5	3	4	4	4	5	4	4	4	4	4
2131	4	4	4	4	4	4	4	4	4	3	4	4	4	4	3	3	3	4	4	4	4	3
2132	4	4	4	4	4	4	5	4	5	4	5	3	4	4	4	4	5	5	4	4	5	5
2132	4	5	4	4	5	4	5	5	4	3	5	4	4	4	4	4	4	4	4	4	4	3
2132	4	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	5	4	5
2133	3	3	4	4	4	4	4	4	4	4	4	4	3	3	3	3	3	4	4	4	3	3
2133	4	4	4	4	4	4	4	4	4	4	4	5	4	4	4	4	4	4	4	5	4	4
2133	3	4	3	4	4	5	3	4	4	5	5	3	4	4	4	3	4	4	4	4	4	5
2134	4	4	4	4	4	4	4	4	4	4	1	4	4	4	3	4	1	4	4	5	4	4
2134	5	5	5	5	5	5	5	4	4	4	4	5	4	4	4	5	4	4	5	4	4	4
2134	5	5	4	4	4	4	4	4	4	4	5	4	4	3	3	4	4	4	4	4	4	4
2135	4	4	5	5	5	5	4	4	5	5	4	5	5	5	4	4	4	4	4	4	4	4
2135	3	2	3	4	4	4	4	5	5	4	4	4	4	4	4	4	4	3	4	5	4	4
2135	3	3	3	3	4	4	4	4	4	3	4	4	3	2	3	3	3	4	3	4	3	3
2136	3	4	4	4	4	5	5	5	5	4	4	4	5	4	4	4	4	3	5	4	4	4
2136	3	3	4	4	4	4	4	4	3	3	3	4	4	3	3	3	3	4	3	4	4	4
2136	5	5	5	5	5	5	5	4	3	3	3	3	4	3	3	3	3	4	3	5	3	3
2137	3	4	3	3	4	3	4	3	4	4	4	4	3	2	3	2	3	3	4	4	3	3
2137	3	5	5	5	5	5	5	4	5	5	4	2	3	3	3	3	3	3	5	4	3	4
2137	3	4	4	3	4	4	3	4	4	4	3	4	3	3	3	3	3	3	4	4	3	3
2138	4	5	5	5	5	5	3	4	5	5	3	5	3	3	3	3	3	3	4	5	3	3
2138	3	3	3	3	4	3	3	3	4	4	3	3	3	3	3	3	3	3	3	4	3	3
2138	5	5	5	5	5	5	5	5	5	5	5	3	3	3	3	3	3	3	3	5	3	3
2139	3	3	3	3	4	3	4	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3
2139	3	5	5	5	5	5	5	5	3	3	5	4	3	3	3	3	3	3	4	5	3	3
2139	3	4	3	2	4	2	3	4	4	4	4	3	4	3	3	5	3	4	2	2	4	3
2140	5	5	5	5	5	5	3	3	3	3	5	5	3	3	3	3	3	3	4	5	3	3
2140	4	3	2	3	4	2	3	4	2	3	3	3	4	3	4	4	3	4	3	3	2	4
2140	4	3	3	2	4	4	3	3	3	3	3	2	4	3	3	3	3	3	3	2	3	3
